graph,vertex_num,constant,congestion,real_congestion,avg_route_len,delta,max_delta,dan,most_congested_route,ratio
erdos-renyi,50,13,31.0,0.008959537572254336,0.8442196531791908,14,22,1d,"[T32 W: 0, T35 W: 14.0, T45 W: 0]",0.25
erdos-renyi,50,13,27.0,0.009691313711414214,0.8356066044508256,11,22,1d,"[T10 W: 0, T23 W: 8.0, T37 W: 4.0, T41 W: 0]",0.25
erdos-renyi,50,13,36.0,0.011960132890365448,0.9963455149501661,12,23,1d,"[T27 W: 0, T6 W: 18.0, T48 W: 0]",0.25
erdos-renyi,50,13,29.0,0.008830694275274055,1.006394640682095,13,27,1d,"[T6 W: 0, T34 W: 16.0, T45 W: 0]",0.25
erdos-renyi,50,17,38.0,0.010342950462710943,0.939575394665215,16,28,1d,"[T16 W: 0, T27 W: 16.0, T48 W: 4.0, T24 W: 0]",0.33
erdos-renyi,50,17,46.0,0.01038374717832957,0.9094808126410835,19,29,1d,"[T8 W: 0, T34 W: 15.0, T0 W: 7.0, T49 W: 0]",0.33
erdos-renyi,50,17,42.0,0.010411502231036193,0.8718393653941497,16,26,1d,"[T16 W: 0, T24 W: 14.0, T8 W: 6.0, T28 W: 0]",0.33
erdos-renyi,50,17,34.0,0.00826044703595724,0.9477648202137998,17,30,1d,"[T23 W: 0, T25 W: 9.0, T15 W: 3.0, T36 W: 0]",0.33
erdos-renyi,50,17,36.0,0.008329477093937991,0.8614067561314206,17,28,1d,"[T35 W: 0, T45 W: 7.0, T38 W: 9.0, T49 W: 0]",0.33
erdos-renyi,50,13,32.0,0.010666666666666666,0.84,24,19,2d,"[T5 W: 0, T20 W: 16.0, T15 W: 0]",0.25
erdos-renyi,50,13,25.0,0.007598784194528876,0.8829787234042553,28,23,2d,"[T1 W: 0, T5 W: 17.0, T10 W: 0]",0.25
erdos-renyi,50,13,29.0,0.00983717774762551,0.837516960651289,24,20,2d,"[T18 W: 0, T20 W: 11.0, T24 W: 0]",0.25
erdos-renyi,50,13,27.0,0.008642765685019206,0.8838028169014085,26,20,2d,"[T16 W: 0, T31 W: 9.0, T47 W: 0]",0.25
erdos-renyi,50,13,25.0,0.00797702616464582,0.898851308232291,26,24,2d,"[T20 W: 0, T36 W: 8.0, T46 W: 0]",0.25
erdos-renyi,50,17,31.0,0.006780402449693788,1.0533683289588802,36,30,2d,"[T2 W: 0, T0 W: 15.0, T10 W: 0]",0.33
erdos-renyi,50,17,30.0,0.007292173067574137,0.8570734078755469,34,24,2d,"[T16 W: 0, T18 W: 14.0, T25 W: 0]",0.33
erdos-renyi,50,17,30.0,0.0068775790921595595,0.8988995873452544,34,26,2d,"[T3 W: 0, T27 W: 15.0, T32 W: 0]",0.33
erdos-renyi,50,17,31.0,0.007564665690580771,0.8853099072718399,34,24,2d,"[T15 W: 0, T35 W: 16.0, T41 W: 0]",0.33
erdos-renyi,50,17,28.0,0.006563525550867323,0.9292076887013596,34,26,2d,"[T26 W: 0, T24 W: 15.0, T45 W: 0]",0.33
erdos-renyi,50,13,34.0,0.01103896103896104,0.9061688311688312,48,21,4d,"[T7 W: 0, T42 W: 17.0, T37 W: 0]",0.25
erdos-renyi,50,13,26.0,0.007926829268292683,0.8557926829268293,52,22,4d,"[T6 W: 0, T40 W: 10.0, T33 W: 0]",0.25
erdos-renyi,50,13,26.0,0.007807807807807808,0.8597597597597597,52,23,4d,"[T0 W: 0, T23 W: 17.0, T11 W: 0]",0.25
erdos-renyi,50,13,30.0,0.008635578583765112,0.8963730569948186,52,23,4d,"[T8 W: 0, T29 W: 16.0, T49 W: 0]",0.25
erdos-renyi,50,13,28.0,0.00853658536585366,0.8564024390243903,52,21,4d,"[T1 W: 0, T4 W: 16.0, T19 W: 0]",0.25
erdos-renyi,50,17,28.0,0.0067862336403296175,0.9042656325739215,64,25,4d,"[T10 W: 0, T5 W: 16.0, T40 W: 0]",0.33
erdos-renyi,50,17,28.0,0.006951340615690168,0.8498013902681232,64,24,4d,"[T11 W: 0, T37 W: 12.0, T36 W: 0]",0.33
erdos-renyi,50,17,31.0,0.007448342143200384,0.8853916386352715,68,26,4d,"[T34 W: 0, T10 W: 14.0, T40 W: 0]",0.33
erdos-renyi,50,17,28.0,0.007110208227526663,0.856272219400711,68,29,4d,"[T1 W: 0, T41 W: 11.0, T4 W: 0]",0.33
erdos-renyi,50,17,32.0,0.007608178792201617,0.8830242510699001,64,26,4d,"[T46 W: 0, T28 W: 16.0, T48 W: 0]",0.33
erdos-renyi,50,13,30.0,0.01047486033519553,0.8383379888268156,72,19,6d,"[T4 W: 0, T23 W: 15.0, T31 W: 0]",0.25
erdos-renyi,50,13,29.0,0.009698996655518394,0.8130434782608695,72,21,6d,"[T12 W: 0, T45 W: 14.0, T49 W: 0]",0.25
