graph,vertex_num,constant,congestion,real_congestion,avg_route_len,delta,max_delta,dan,most_congested_route,ratio
erdos-renyi,50,17,29.0,0.007712765957446808,0.926063829787234,16,25,1d,"[T22 W: 0, T43 W: 7.0, T27 W: 6.0, T35 W: 0]",0.33
erdos-renyi,50,17,48.0,0.011776251226692836,0.7725711481844946,16,24,1d,"[T13 W: 0, T31 W: 9.0, T24 W: 6.0, T42 W: 0]",0.33
erdos-renyi,50,13,34.0,0.010625,0.8575,26,20,2d,"[T13 W: 0, T12 W: 17.0, T45 W: 0]",0.25
erdos-renyi,50,13,26.0,0.007647058823529412,0.925,28,22,2d,"[T33 W: 0, T43 W: 15.0, T37 W: 0]",0.25
erdos-renyi,50,13,27.0,0.00850125944584383,0.896095717884131,24,20,2d,"[T9 W: 0, T30 W: 9.0, T39 W: 0]",0.25
erdos-renyi,50,13,25.0,0.007754342431761787,0.9063275434243176,26,21,2d,"[T3 W: 0, T21 W: 17.0, T41 W: 0]",0.25
erdos-renyi,50,13,28.0,0.008894536213468869,0.8850063532401525,24,20,2d,"[T25 W: 0, T31 W: 10.0, T35 W: 0]",0.25
erdos-renyi,50,17,26.0,0.006670087224217547,1.0041046690610569,30,30,2d,"[T2 W: 0, T46 W: 9.0, T29 W: 0]",0.33
erdos-renyi,50,17,31.0,0.007032667876588022,0.8901996370235935,36,27,2d,"[T15 W: 0, T11 W: 13.0, T18 W: 0]",0.33
erdos-renyi,50,17,35.0,0.007990867579908675,0.8340182648401826,34,25,2d,"[T27 W: 0, T48 W: 17.0, T29 W: 0]",0.33
erdos-renyi,50,17,33.0,0.008291457286432161,0.9206030150753769,32,24,2d,"[T3 W: 0, T13 W: 16.0, T15 W: 0]",0.33
erdos-renyi,50,17,30.0,0.007451564828614009,0.9354197714853453,34,26,2d,"[T7 W: 0, T22 W: 18.0, T20 W: 0]",0.33
erdos-renyi,50,13,25.0,0.007668711656441718,0.8128834355828221,52,22,4d,"[T16 W: 0, T47 W: 12.0, T28 W: 0]",0.25
erdos-renyi,50,13,27.0,0.008385093167701863,0.9180124223602485,52,21,4d,"[T13 W: 0, T6 W: 9.0, T41 W: 0]",0.25
erdos-renyi,50,13,32.0,0.009307737056428156,0.9604421175101804,56,23,4d,"[T12 W: 0, T22 W: 16.0, T45 W: 0]",0.25
erdos-renyi,50,13,27.0,0.008538899430740038,0.8355471220746363,52,21,4d,"[T33 W: 0, T36 W: 13.0, T35 W: 0]",0.25
erdos-renyi,50,13,26.0,0.0075625363583478765,0.8618382780686445,52,20,4d,"[T11 W: 0, T25 W: 9.0, T30 W: 0]",0.25
erdos-renyi,50,17,30.0,0.0068744271310724105,0.9060494958753437,72,30,4d,"[T14 W: 0, T17 W: 15.0, T30 W: 0]",0.33
erdos-renyi,50,17,28.0,0.007462686567164179,0.8563432835820896,64,24,4d,"[T1 W: 0, T32 W: 13.0, T47 W: 0]",0.33
erdos-renyi,50,17,36.0,0.007933010136624064,0.9914059056853239,72,28,4d,"[T11 W: 0, T48 W: 18.0, T20 W: 0]",0.33
erdos-renyi,50,17,31.0,0.0072328511432571164,0.8950069995333645,68,26,4d,"[T31 W: 0, T23 W: 13.0, T38 W: 0]",0.33
erdos-renyi,50,17,30.0,0.0068212824010914054,0.8772169167803547,68,25,4d,"[T27 W: 0, T38 W: 13.0, T46 W: 0]",0.33
erdos-renyi,50,13,25.0,0.008406186953597848,0.7871553463349025,72,19,6d,"[T1 W: 0, T20 W: 8.0, T49 W: 0]",0.25
